名称,类型,父记录,行政区划代码,父级行政区划代码
建设社区,社区/村,本溪县田师付镇,210521012010,210521012000
大东社区,社区/村,本溪县田师付镇,210521012011,210521012000
铁路社区,社区/村,本溪县田师付镇,210521012012,210521012000
河北社区,社区/村,本溪县田师付镇,210521012013,210521012000
东风 社区,社区/村,本溪县田师付镇,210521012014,210521012000
化皮峪村,社区/村,本溪县碱厂镇,210521013001,210521013000
民主村,社区/村,本溪县碱厂镇,210521013002,210521013000
赵家堡村,社区/村,本溪县碱厂镇,210521013003,210521013000
碱厂村,社区/村,本溪县碱厂镇,210521013004,210521013000
九龙口村,社区/村,本溪县碱厂镇,210521013005,210521013000
长咀子村,社区/村,本溪县碱厂镇,210521013006,210521013000
王家崴子村,社区/村,本溪县碱厂镇,210521013007,210521013000
胡家堡村,社区/村,本溪县碱厂镇,210521013008,210521013000
黄家堡村,社区/村,本溪县碱厂镇,210521013009,210521013000
台山村,社区/村,本溪县碱厂镇,210521013010,210521013000
镇东社区,社区/村,本溪县碱厂镇,210521013011,210521013000
镇西社区,社区/村,本溪县碱厂镇,210521013012,210521013000
宫家堡村,社区/村,本溪县东营坊乡,210521014001,210521014000
东营坊村,社区/村,本溪县东营坊乡,210521014002,210521014000
荒沟村,社区/村,本溪县东营坊乡,210521014003,210521014000
洋湖沟村,社区/村,本溪县东营坊乡,210521014004,210521014000
大阳村,社区/村,本溪县东营坊乡,210521014005,210521014000
湖里村,社区/村,本溪县东营坊乡,210521014006,210521014000
小东沟村,社区/村,本溪县东营坊乡,210521014007,210521014000
红土甸子村,社区/村,本溪县东营坊乡,210521014008,210521014000
兰河峪村,社区/村,本溪县兰河峪乡,210521015001,210521015000
南营坊村,社区/村,本溪县兰河峪乡,210521015002,210521015000
新城子村,社区/村,本溪县兰河峪乡,210521015003,210521015000
城门村,社区/村,本溪县兰河峪乡,210521015004,210521015000
柳堡村,社区/村,本溪县兰河峪乡,210521015005,210521015000
东关村,社区/村,桓仁县桓仁镇,210522001001,210522001000
西关村,社区/村,桓仁县桓仁镇,210522001002,210522001000
泡子沿村,社区/村,桓仁县桓仁镇,210522001003,210522001000
刘家沟村,社区/村,桓仁县桓仁镇,210522001004,210522001000
曲柳川,社区/村,桓仁县桓仁镇,210522001005,210522001000
鸡心沟,社区/村,桓仁县桓仁镇,210522001006,210522001000
凤鸣村,社区/村,桓仁县桓仁镇,210522001007,210522001000
通天村,社区/村,桓仁县桓仁镇,210522001008,210522001000
六道河子村,社区/村,桓仁县桓仁镇,210522001009,210522001000
东老台村,社区/村,桓仁县桓仁镇,210522001010,210522001000
上古城子村,社区/村,桓仁县桓仁镇,210522001011,210522001000
下古城子村,社区/村,桓仁县桓仁镇,210522001012,210522001000
杨家街村,社区/村,桓仁县桓仁镇,210522001013,210522001000
崔家街村,社区/村,桓仁县桓仁镇,210522001014,210522001000
四道河子村,社区/村,桓仁县桓仁镇,210522001015,210522001000
三道河子村,社区/村,桓仁县桓仁镇,210522001016,210522001000
五道河子村,社区/村,桓仁县桓仁镇,210522001017,210522001000
五道沟村,社区/村,桓仁县桓仁镇,210522001018,210522001000
大甸子村,社区/村,桓仁县桓仁镇,210522001019,210522001000
卫星社区,社区/村,桓仁县铜锌矿管委会,210522002001,210522002000
东风社区,社区/村,桓仁县铜锌矿管委会,210522002002,210522002000
红星社区,社区/村,桓仁县铜锌矿管委会,210522002003,210522002000
和平 社区,社区/村,桓仁县铜锌矿管委会,210522002004,210522002000
西岔社区,社区/村,桓仁县铜锌矿管委会,210522002005,210522002000
松兰社区,社区/村,桓仁县铜锌矿管委会,210522002006,210522002000
二棚甸子村,社区/村,桓仁县铜锌矿管委会,210522002007,210522002000
普乐堡村,社区/村,桓仁县普乐堡镇,210522003001,210522003000
小拐磨子村,社区/村,桓仁县普乐堡镇,210522003002,210522003000
胜利村,社区/村,桓仁县普乐堡镇,210522003003,210522003000
瓦房村,社区/村,桓仁县普乐堡镇,210522003004,210522003000
牛毛沟村,社区/村,桓仁县普乐堡镇,210522003005,210522003000
坎川沟村,社区/村,桓仁县普乐堡镇,210522003006,210522003000
大青沟村,社区/村,桓仁县普乐堡镇,210522003007,210522003000
梨树沟村,社区/村,桓仁县普乐堡镇,210522003008,210522003000
老漫子村,社区/村,桓仁县普乐堡镇,210522003009,210522003000
夹道子村,社区/村,桓仁县普乐堡镇,210522003010,210522003000
沙尖子村,社区/村,桓仁县沙尖子镇,210522004001,210522004000
下甸子村,社区/村,桓仁县沙尖子镇,210522004002,210522004000
影壁山村,社区/村,桓仁县沙尖子镇,210522004003,210522004000
头道阳岔村,社区/村,桓仁县沙尖子镇,210522004004,210522004000
二道阳岔村,社区/村,桓仁县沙尖子镇,210522004005,210522004000
小围子村,社区/村,桓仁县沙尖子镇,210522004006,210522004000
干沟子村,社区/村,桓仁县沙尖子镇,210522004007,210522004000
北沟村,社区/村,桓仁县沙尖子镇,210522004008,210522004000
金坑村,社区/村,桓仁县沙尖子镇,210522004009,210522004000
秋皮沟村,社区/村,桓仁县沙尖子镇,210522004010,210522004000
双水洞村,社区/村,桓仁县沙尖子镇,210522004011,210522004000
闹枝沟村,社区/村,桓仁县沙尖子镇,210522004012,210522004000
五里甸子村,社区/村,桓仁县五里甸子镇,210522005001,210522005000
桦树甸子村,社区/村,桓仁县五里甸子镇,210522005002,210522005000
三架窝棚村,社区/村,桓仁县五里甸子镇,210522005003,210522005000
腰营村,社区/村,桓仁县五里甸子镇,210522005004,210522005000
头道河子村,社区/村,桓仁县五里甸子镇,210522005005,210522005000
老黑山村,社区/村,桓仁县五里甸子镇,210522005006,210522005000
夹皮沟村,社区/村,桓仁县五里甸子镇,210522005007,210522005000
大镜沟村,社区/村,桓仁县五里甸子镇,210522005008,210522005000
中心村,社区/村,桓仁县二户来镇,210522006001,210522006000
光复村,社区/村,桓仁县二户来镇,210522006002,210522006000
釜山村,社区/村,桓仁县二户来镇,210522006003,210522006000
文治沟村,社区/村,桓仁县二户来镇,210522006004,210522006000
碑登村,社区/村,桓仁县二户来镇,210522006005,210522006000
黑卧子村,社区/村,桓仁县二户来镇,210522006006,210522006000
柳林子村,社区/村,桓仁县二户来镇,210522006007,210522006000
小恩堡村,社区/村,桓仁县二户来镇,210522006008,210522006000
大恩堡村,社区/村,桓仁县二户来镇,210522006009,210522006000
果松川村,社区/村,桓仁县二户来镇,210522006010,210522006000
冯家堡子村,社区/村,桓仁县二户来镇,210522006011,210522006000
朱家堡子村,社区/村,桓仁县二户来镇,210522006012,210522006000
拉古甲村,社区/村,桓仁县二户来镇,210522006013,210522006000
铧尖子村,社区/村,桓仁县铧尖子镇,210522007001,210522007000
横道河子村,社区/村,桓仁县铧尖子镇,210522007002,210522007000
高台子村,社区/村,桓仁县铧尖子镇,210522007003,210522007000
新农村,社区/村,桓仁县铧尖子镇,210522007004,210522007000
川里村,社区/村,桓仁县铧尖子镇,210522007005,210522007000
东堡村,社区/村,桓仁县铧尖子镇,210522007006,210522007000
洼子沟村,社区/村,桓仁县铧尖子镇,210522007007,210522007000
红塘石村,社区/村,桓仁县铧尖子镇,210522007008,210522007000
木盂子村,社区/村,桓仁县木盂子镇,210522008001,210522008000
高俭地村,社区/村,桓仁县木盂子镇,210522008002,210522008000
仙人洞村,社区/村,桓仁县木盂子镇,210522008003,210522008000
暖河子村,社区/村,桓仁县木盂子镇,210522008004,210522008000
蔡俄堡村,社区/村,桓仁县木盂子镇,210522008005,210522008000
八里甸子村,社区/村,桓仁县八里甸子镇,210522009001,210522009000
马鹿泡村,社区/村,桓仁县八里甸子镇,210522009002,210522009000
柞木台子村,社区/村,桓仁县八里甸子镇,210522009003,210522009000
大南沟村,社区/村,桓仁县八里甸子镇,210522009004,210522009000
岱龙江村,社区/村,桓仁县八里甸子镇,210522009005,210522009000
韭菜园子村,社区/村,桓仁县八里甸子镇,210522009006,210522009000
臭李头村,社区/村,桓仁县八里甸子镇,210522009007,210522009000
老岭沟村,社区/村,桓仁县八里甸子镇,210522009008,210522009000
川头村,社区/村,桓仁县八里甸子镇,210522009009,210522009000
于家堡子村,社区/村,桓仁县八里甸子镇,210522009010,210522009000
拐磨子村,社区/村,桓仁县拐磨子镇,210522010001,210522010000
岔路子村,社区/村,桓仁县拐磨子镇,210522010002,210522010000
新开岭村,社区/村,桓仁县拐磨子镇,210522010003,210522010000
东古城子村,社区/村,桓仁县拐磨子镇,210522010004,210522010000
西古城子村,社区/村,桓仁县拐磨子镇,210522010005,210522010000
偏岭村,社区/村,桓仁县拐磨子镇,210522010006,210522010000
新江村,社区/村,桓仁县拐磨子镇,210522010007,210522010000
洼泥甸子村,社区/村,桓仁县拐磨子镇,210522010008,210522010000
上甸子村,社区/村,桓仁县拐磨子镇,210522010009,210522010000
老黑背村,社区/村,桓仁县拐磨子镇,210522010010,210522010000
双岭子村,社区/村,桓仁县拐磨子镇,210522010011,210522010000
古年岭村,社区/村,桓仁县拐磨子镇,210522010012,210522010000
小荒沟村,社区/村,桓仁县拐磨子镇,210522010013,210522010000
大荒沟村,社区/村,桓仁县拐磨子镇,210522010014,210522010000
樊家屯村,社区/村,桓仁县拐磨子镇,210522010015,210522010000
雅河村,社区/村,桓仁县雅河乡,210522011001,210522011000
湾湾川村,社区/村,桓仁县雅河乡,210522011002,210522011000
大泉眼村,社区/村,桓仁县雅河乡,210522011003,210522011000
米仓沟村,社区/村,桓仁县雅河乡,210522011004,210522011000
荒沟甸子村,社区/村,桓仁县雅河乡,210522011005,210522011000
董船营村,社区/村,桓仁县雅河乡,210522011006,210522011000
荒沟里村,社区/村,桓仁县雅河乡,210522011007,210522011000
排路沟村,社区/村,桓仁县雅河乡,210522011008,210522011000
南老台村,社区/村,桓仁县雅河乡,210522011009,210522011000
南边石哈达村,社区/村,桓仁县雅河乡,210522011010,210522011000
联合村,社区/村,桓仁县雅河乡,210522011011,210522011000
向阳村,社区/村,桓仁县向阳乡,210522012001,210522012000
北岔村,社区/村,桓仁县向阳乡,210522012002,210522012000
双合村,社区/村,桓仁县向阳乡,210522012003,210522012000
和平村,社区/村,桓仁县向阳乡,210522012004,210522012000
砬门村,社区/村,桓仁县向阳乡,210522012005,210522012000
爬宝村,社区/村,桓仁县向阳乡,210522012006,210522012000
回龙村,社区/村,桓仁县向阳乡,210522012007,210522012000
黑沟村,社区/村,桓仁县黑沟乡,210522013001,210522013000
六道沟村,社区/村,桓仁县黑沟乡,210522013002,210522013000
石虎子村,社区/村,桓仁县黑沟乡,210522013003,210522013000
